================================================================================
意象统计总体信息
================================================================================

总词语数: 1,097,031
意象词语数: 185,149 (16.88%)
不同意象词语数: 45,899

================================================================================
所有意象词语频率排行（TOP 500）
================================================================================
排名    意象词语                 出现次数      
274   珊                    10        
275   金银                   10        
276   画景                   10        
277   玉色                   10        
278   金兰                   10        
279   银蟾                   10        
280   锡宴                   10        
281   金翼                   10        
282   古画                   10        
283   定鼎                   10        
284   白华匪                  10        
285   白华载                  10        
286   葱翠                   10        
287   玉轮                   10        
288   耸翠峦                  10        
289   贵山                   10        
290   高丽                   10        
291   礼金                   10        
292   画格                   10        
293   烹玉                   10        
294   华山                   10        
295   画面                   10        
296   玉门                   10        
297   华阳                   10        
298   画里行                  10        
299   铅                    10        
300   陆华水卉                 10        

================================================================================
时间意象意象词语统计（TOP 300）
================================================================================
总词数: 44,126
不同词语数: 10,110

排名    意象词语                 出现次数      
----------------------------------------
1     月                    1615      
2     年                    1122      
3     岁                    961       
4     春                    660       
5     今朝                   594       
6     秋                    460       
7     今年                   438       
8     去岁                   409       
9     今岁                   356       
10    当年                   327       
11    千秋                   322       
12    去年                   294       
13    朝                    279       
14    春雨                   276       
15    春风                   257       
16    春秋                   250       
17    春光                   249       
18    祈年                   241       
19    昨岁                   221       
20    傍晚                   220       
21    夏                    194       
22    千年                   191       
23    百年                   188       
24    仲春                   178       
25    春水                   166       
26    三年                   164       
27    常年                   159       
28    秋风                   158       
29    前朝                   152       
30    千载                   141       
31    夜雨                   141       
32    万年                   140       
33    三月                   135       
34    明朝                   134       
35    夕阳                   134       
36    岁月                   133       
37    秋月                   131       
38    六月                   130       
39    春色                   129       
40    过午                   125       
41    春霖                   122       
42    昨年                   119       
43    时节                   117       
44    十年                   117       
45    今春                   115       
46    半月                   114       
47    四季                   113       
48    秋成                   113       
49    秋水                   111       
50    昔年                   108       
51    一夜                   107       
52    入夜                   104       
53    风月                   101       
54    月色                   101       
55    载                    99        
56    前年                   99        
57    夕                    98        
58    一月                   95        
59    清明                   94        
60    晚                    94        
61    弥月                   94        
62    一朝                   93        
63    二月                   92        
64    晚来                   91        
65    五月                   89        
66    昨夜                   88        
67    暮春                   88        
68    中秋                   86        
69    三秋                   86        
70    晓                    85        
71    五更                   83        
72    暮                    83        
73    廿年                   83        
74    五年                   82        
75    仲秋                   82        
76    一岁                   82        
77    一年                   80        
78    祈岁                   79        
79    日月                   78        
80    昨朝                   74        
81    春园                   73        
82    春日                   72        
83    今秋                   71        
84    夏秋                   71        
85    三代                   70        
86    元宵                   70        
87    春来                   69        
88    两年                   69        
89    多年                   67        
90    长春                   66        
91    春耕                   65        
92    银河                   65        
93    清秋                   65        
94    朝暮                   65        
95    春意                   64        
96    春云                   64        
97    卓午                   63        
98    午夜                   62        
99    五载                   62        
100   夜                    62        
101   秋收                   62        
102   少年                   61        
103   彻夜                   60        
104   麦秋                   60        
105   半夜                   60        
106   秋意                   59        
107   冬雪                   58        
108   秋色                   58        
109   丰年                   57        
110   入夏                   57        
111   昨晚                   57        
112   月镜                   56        
113   秋霖                   55        
114   今夕                   55        
115   侵晓                   54        
116   夏季                   54        
117   秋景                   53        
118   朝夕                   53        
119   百岁                   53        
120   八月                   52        
121   终朝                   51        
122   月光                   51        
123   七月                   51        
124   秋田                   51        
125   冬                    50        
126   阅岁                   50        
127   早晚                   50        
128   长年                   50        
129   五代                   50        
130   代谢                   49        
131   秋雨                   49        
132   初春                   49        
133   季夏                   49        
134   何年                   48        
135   朝来                   48        
136   灯                    48        
137   深秋                   48        
138   高年                   48        
139   往年                   48        
140   重阳                   47        
141   四月                   47        
142   新春                   47        
143   新年                   47        
144   夏收                   47        
145   春景                   47        
146   历年                   46        
147   夏日                   46        
148   今夏                   46        
149   春夏                   45        
150   问夜                   45        
151   前岁                   44        
152   夏初                   44        
153   仲夏                   44        
154   星                    43        
155   秋声                   43        
156   明月                   43        
157   春山                   43        
158   春麦                   42        
159   千岁                   42        
160   经年                   42        
161   十岁                   42        
162   清晨                   42        
163   新月                   41        
164   晨光                   40        
165   春寒                   40        
166   傍午                   40        
167   一旦                   39        
168   春雪                   39        
169   数年                   39        
170   今夜                   39        
171   新秋                   37        
172   凌晨                   37        
173   星辰                   37        
174   暮色                   37        
175   早春                   37        
176   万岁                   37        
177   连朝                   37        
178   隔岁                   37        
179   九月                   36        
180   秉烛                   36        
181   破晓                   36        
182   六年                   36        
183   每岁                   36        
184   两月                   36        
185   晓露                   35        
186   诘旦                   35        
187   畅春                   35        
188   当春                   34        
189   宜春                   34        
190   今晨                   34        
191   连岁                   34        
192   后代                   34        
193   消夏                   33        
194   春花                   33        
195   秋来                   33        
196   明春                   33        
197   胜朝                   33        
198   午弃                   33        
199   侵晨                   32        
200   春膏                   32        
201   六朝                   32        
202   明年                   32        
203   晓烟                   32        
204   三载                   31        
205   入夕                   31        
206   晨星                   31        
207   晚晴                   31        
208   当秋                   31        
209   两岁                   31        
210   正月                   31        
211   望月                   31        
212   恒春                   31        
213   富春                   31        
214   寒原秋                  31        
215   古月                   30        
216   小春                   30        
217   纪年                   30        
218   星星                   30        
219   冬麦                   30        
220   昨春                   30        
221   晓日                   29        
222   秋光                   29        
223   秋天                   29        
224   月华                   29        
225   昼夜                   29        
226   秋节                   29        
227   秋夜                   29        
228   新岁                   29        
229   月影                   28        
230   夕照                   28        
231   报春                   28        
232   璧月                   28        
233   日夜                   28        
234   南朝                   28        
235   入冬                   28        
236   春幸作                  28        
237   皴秋岩                  28        
238   夙夜                   27        
239   九年                   27        
240   时光                   27        
241   老年                   27        
242   半岁                   27        
243   事纪载                  27        
244   秋空                   27        
245   逮星                   27        
246   傍秋少                  27        
247   秋日                   26        
248   朝阳                   26        
249   春驹                   26        
250   春旱                   26        
251   三岁                   26        
252   春方                   26        
253   季春                   26        
254   夏里                   26        
255   三朝                   25        
256   晚风                   25        
257   终岁                   25        
258   星斗                   25        
259   春宵                   25        
260   明月清风                 25        
261   康年                   25        
262   岁寒                   24        
263   仲月                   24        
264   万载                   24        
265   半年                   24        
266   夜深                   24        
267   八年                   24        
268   晚景                   24        
269   二年                   24        
270   月令                   24        
271   三百年                  24        
272   晚禾                   24        
273   响冰弦春温                24        
274   清晓                   24        
275   七夕                   23        
276   几年                   23        
277   夜静                   23        
278   初冬                   23        
279   如春                   23        
280   秋深                   23        
281   花朝                   23        
282   熙春                   23        
283   十载                   23        
284   五岁                   23        
285   夏木翠                  23        
286   春开                   23        
287   春朝惜                  23        
288   夏兮梅                  23        
289   夕皎天                  23        
290   四百年                  22        
291   银烛                   22        
292   明代                   22        
293   日夕                   22        
294   灯节                   22        
295   灯火                   22        
296   渥三春若时                22        
297   秋信                   21        
298   春游                   21        
299   三春                   21        
300   七年                   21        

================================================================================
时间意象详细分类（按一天时间顺序）
================================================================================

清晨时段:
   1. 今朝             :    594次
   2. 朝              :    279次
   3. 前朝             :    152次
   4. 明朝             :    134次
   5. 一朝             :     93次
   6. 晓              :     85次
   7. 昨朝             :     74次
   8. 朝暮             :     65次
   9. 侵晓             :     54次
  10. 朝夕             :     53次
  11. 终朝             :     51次
  12. 朝来             :     48次
  13. 清晨             :     42次
  14. 晨光             :     40次
  15. 一旦             :     39次
  16. 凌晨             :     37次
  17. 连朝             :     37次
  18. 破晓             :     36次
  19. 晓露             :     35次
  20. 诘旦             :     35次
  21. 今晨             :     34次
  22. 胜朝             :     33次
  23. 侵晨             :     32次
  24. 六朝             :     32次
  25. 晓烟             :     32次
  26. 晨星             :     31次
  27. 晓日             :     29次
  28. 南朝             :     28次
  29. 朝阳             :     26次
  30. 三朝             :     25次
  31. 清晓             :     24次
  32. 花朝             :     23次
  33. 春朝惜            :     23次
  34. 视朝             :     21次
  35. 朝岚夕霭           :     21次
  36. 憩云朝岚夕霭         :     21次
  37. 达晨             :     20次
  38. 朝霭             :     20次
  39. 震旦             :     19次
  40. 明晓             :     19次
  41. 花朝花            :     19次
  42. 朝晴             :     19次
  43. 春晓             :     19次
  44. 寒浮晓气           :     19次
  45. 旦              :     18次
  46. 朝晖             :     18次
  47. 半朝閒            :     18次
  48. 朝鲜             :     17次
  49. 晨              :     17次
  50. 舆晓发玉           :     17次

上午时段:
   1. 午前             :     17次

中午时段:
   1. 过午             :    125次
   2. 卓午             :     63次
   3. 午夜             :     62次
   4. 傍午             :     40次
   5. 午弃             :     33次
   6. 壬午             :     21次
   7. 午前             :     17次
   8. 午门             :     15次
   9. 日午             :     15次
  10. 午              :     15次
  11. 丙午             :     13次
  12. 午热             :     12次
  13. 趁午             :     12次
  14. 正午             :     12次
  15. 旁午             :     11次
  16. 亭午             :     10次
  17. 午时             :     10次
  18. 昨午             :     10次
  19. 甲午             :     10次
  20. 午后             :      8次
  21. 阴午             :      8次
  22. 当午             :      8次
  23. 午热蒸            :      8次
  24. 午过             :      7次
  25. 午暄             :      7次
  26. 午炎             :      7次
  27. 晓凉午            :      6次
  28. 未午             :      6次
  29. 盟午             :      6次
  30. 午昼             :      6次
  31. 午阳热            :      5次
  32. 日未午            :      5次
  33. 庚午             :      5次
  34. 午热剧            :      5次
  35. 历午             :      5次
  36. 报午             :      4次
  37. 未卓午            :      4次
  38. 蟾魄午            :      4次
  39. 日卓午            :      4次
  40. 微卓午            :      4次
  41. 杀卓午            :      4次
  42. 憩午             :      4次
  43. 如午暄            :      3次
  44. 午略止            :      3次
  45. 绵卓午            :      3次
  46. 登卓午            :      3次
  47. 午晴             :      3次
  48. 午觉             :      3次
  49. 午静             :      3次
  50. 觐俊彦卓午          :      3次

下午时段:
   1. 午后             :      8次

傍晚时段:
   1. 傍晚             :    220次
   2. 夕阳             :    134次
   3. 夕              :     98次
   4. 晚              :     94次
   5. 晚来             :     91次
   6. 暮春             :     88次
   7. 暮              :     83次
   8. 朝暮             :     65次
   9. 昨晚             :     57次
  10. 今夕             :     55次
  11. 朝夕             :     53次
  12. 早晚             :     50次
  13. 暮色             :     37次
  14. 入夕             :     31次
  15. 晚晴             :     31次
  16. 夕照             :     28次
  17. 晚风             :     25次
  18. 晚景             :     24次
  19. 晚禾             :     24次
  20. 七夕             :     23次
  21. 夕皎天            :     23次
  22. 日夕             :     22次
  23. 日暮             :     21次
  24. 朝岚夕霭           :     21次
  25. 晚霁容            :     21次
  26. 憩云朝岚夕霭         :     21次
  27. 晚稼略            :     21次
  28. 晚田润            :     19次
  29. 黄昏             :     19次
  30. 庆晚             :     18次
  31. 薄暮             :     17次
  32. 向晚             :     17次
  33. 晚种             :     17次
  34. 晚稼雨            :     17次
  35. 暮霭             :     16次
  36. 一夕             :     15次
  37. 晚田             :     15次
  38. 旦夕             :     14次
  39. 晚霞             :     13次
  40. 夕日             :     13次
  41. 春暮月润           :     13次
  42. 夕惕朝乾           :     11次
  43. 晚凉             :     11次
  44. 晚节             :     11次
  45. 夕清             :     11次
  46. 暮塞山碛           :     10次
  47. 此夕             :     10次
  48. 朝乾夕惕           :     10次
  49. 昨夕             :     10次
  50. 暮景             :      9次

夜晚时段:
   1. 傍晚             :    220次
   2. 夜雨             :    141次
   3. 一夜             :    107次
   4. 入夜             :    104次
   5. 晚              :     94次
   6. 晚来             :     91次
   7. 昨夜             :     88次
   8. 五更             :     83次
   9. 午夜             :     62次
  10. 夜              :     62次
  11. 彻夜             :     60次
  12. 半夜             :     60次
  13. 昨晚             :     57次
  14. 早晚             :     50次
  15. 问夜             :     45次
  16. 今夜             :     39次
  17. 晚晴             :     31次
  18. 昼夜             :     29次
  19. 秋夜             :     29次
  20. 日夜             :     28次
  21. 夙夜             :     27次
  22. 晚风             :     25次
  23. 夜深             :     24次
  24. 晚景             :     24次
  25. 晚禾             :     24次
  26. 夜静             :     23次
  27. 夜来             :     21次
  28. 晚霁容            :     21次
  29. 晚稼略            :     21次
  30. 晚田润            :     19次
  31. 庆晚             :     18次
  32. 夜半             :     17次
  33. 向晚             :     17次
  34. 清夜             :     17次
  35. 晚种             :     17次
  36. 五夜             :     17次
  37. 晚稼雨            :     17次
  38. 晚田             :     15次
  39. 仍嘉夜            :     15次
  40. 夜漏             :     13次
  41. 晚霞             :     13次
  42. 夏夜             :     12次
  43. 长夜             :     12次
  44. 印夜             :     12次
  45. 中夜             :     11次
  46. 冬夜             :     11次
  47. 良夜             :     11次
  48. 晚凉             :     11次
  49. 夜光             :     11次
  50. 晚节             :     11次

月亮相关:
   1. 月              :   1615次
   2. 三月             :    135次
   3. 岁月             :    133次
   4. 秋月             :    131次
   5. 六月             :    130次
   6. 半月             :    114次
   7. 风月             :    101次
   8. 月色             :    101次
   9. 一月             :     95次
  10. 弥月             :     94次
  11. 二月             :     92次
  12. 五月             :     89次
  13. 日月             :     78次
  14. 月镜             :     56次
  15. 八月             :     52次
  16. 月光             :     51次
  17. 七月             :     51次
  18. 四月             :     47次
  19. 明月             :     43次
  20. 新月             :     41次
  21. 九月             :     36次
  22. 两月             :     36次
  23. 正月             :     31次
  24. 望月             :     31次
  25. 古月             :     30次
  26. 月华             :     29次
  27. 月影             :     28次
  28. 璧月             :     28次
  29. 明月清风           :     25次
  30. 仲月             :     24次
  31. 月令             :     24次
  32. 寒月             :     21次
  33. 春月             :     20次
  34. 满月             :     20次
  35. 冬月             :     20次
  36. 月白风清           :     19次
  37. 八九月            :     19次
  38. 数月             :     18次
  39. 月入             :     17次
  40. 闰月             :     16次
  41. 飞月             :     16次
  42. 稀月             :     16次
  43. 月白             :     15次
  44. 阴月             :     15次
  45. 月相             :     13次
  46. 中秋月            :     13次
  47. 月初             :     13次
  48. 月旦             :     13次
  49. 春暮月润           :     13次
  50. 秋月春风           :     12次

星辰相关:
   1. 银河             :     65次
   2. 星              :     43次
   3. 星辰             :     37次
   4. 晨星             :     31次
   5. 星星             :     30次
   6. 逮星             :     27次
   7. 星斗             :     25次
   8. 星宿             :     13次
   9. 明星             :     12次
  10. 星桥             :     12次
  11. 疏星             :     11次
  12. 丁星             :     10次
  13. 北斗             :      9次
  14. 落教星            :      9次
  15. 双星             :      8次
  16. 占星             :      8次
  17. 聚星             :      8次
  18. 星宇             :      8次
  19. 星点             :      7次
  20. 三星             :      7次
  21. 星汉             :      7次
  22. 星愁霖            :      5次
  23. 融星德喜           :      5次
  24. 福星             :      5次
  25. 七星             :      4次
  26. 如星             :      4次
  27. 星朗             :      4次
  28. 五星             :      4次
  29. 飞星             :      4次
  30. 星辉             :      3次
  31. 日星             :      3次
  32. 星槎             :      3次
  33. 游星             :      3次
  34. 列星             :      3次
  35. 众星             :      3次
  36. 星虹             :      3次
  37. 六星             :      3次
  38. 寿星             :      3次
  39. 之伯如星           :      3次
  40. 几星             :      3次
  41. 金星             :      3次
  42. 星落             :      3次
  43. 星榆里            :      3次
  44. 星象             :      2次
  45. 星河             :      2次
  46. 星步             :      2次
  47. 星火             :      2次
  48. 四侯星            :      2次
  49. 石星             :      2次
  50. 移星             :      2次

灯火相关:
   1. 灯              :     48次
   2. 秉烛             :     36次
   3. 银烛             :     22次
   4. 灯节             :     22次
   5. 灯火             :     22次
   6. 烛              :     19次
   7. 灯光             :     17次
   8. 灯映             :     16次
   9. 高烛             :     16次
  10. 挑灯             :     14次
  11. 散烛             :     14次
  12. 考灯             :     14次
  13. 灯多幸            :     14次
  14. 灯花             :     11次
  15. 剪烛             :     10次
  16. 一灯             :     10次
  17. 观灯             :     10次
  18. 听灯             :      9次
  19. 灯笼             :      8次
  20. 万烛             :      8次
  21. 华灯             :      8次
  22. 烛照             :      8次
  23. 灯月             :      8次
  24. 河灯             :      7次
  25. 灯影             :      7次
  26. 灯宵             :      7次
  27. 葛灯             :      7次
  28. 收灯             :      7次
  29. 明灯             :      6次
  30. 宝灯             :      6次
  31. 万树灯            :      6次
  32. 灯船             :      5次
  33. 灯迎             :      5次
  34. 行庆灯            :      5次
  35. 踏灯             :      5次
  36. 田烛             :      5次
  37. 观灯示            :      5次
  38. 灯竿殊            :      4次
  39. 残灯             :      4次
  40. 灯市             :      4次
  41. 试灯             :      4次
  42. 红灯             :      4次
  43. 灯事             :      4次
  44. 好灯             :      4次
  45. 张灯             :      3次
  46. 灯明             :      3次
  47. 烛光             :      3次
  48. 烛夜             :      3次
  49. 灯例             :      3次
  50. 灯和阗            :      3次

季节相关:
   1. 春              :    660次
   2. 秋              :    460次
   3. 千秋             :    322次
   4. 春雨             :    276次
   5. 春风             :    257次
   6. 春秋             :    250次
   7. 春光             :    249次
   8. 夏              :    194次
   9. 仲春             :    178次
  10. 春水             :    166次
  11. 秋风             :    158次
  12. 秋月             :    131次
  13. 春色             :    129次
  14. 春霖             :    122次
  15. 今春             :    115次
  16. 四季             :    113次
  17. 秋成             :    113次
  18. 秋水             :    111次
  19. 暮春             :     88次
  20. 中秋             :     86次
  21. 三秋             :     86次
  22. 仲秋             :     82次
  23. 春园             :     73次
  24. 春日             :     72次
  25. 今秋             :     71次
  26. 夏秋             :     71次
  27. 春来             :     69次
  28. 长春             :     66次
  29. 春耕             :     65次
  30. 清秋             :     65次
  31. 春意             :     64次
  32. 春云             :     64次
  33. 秋收             :     62次
  34. 麦秋             :     60次
  35. 秋意             :     59次
  36. 冬雪             :     58次
  37. 秋色             :     58次
  38. 入夏             :     57次
  39. 秋霖             :     55次
  40. 夏季             :     54次
  41. 秋景             :     53次
  42. 秋田             :     51次
  43. 冬              :     50次
  44. 秋雨             :     49次
  45. 初春             :     49次
  46. 季夏             :     49次
  47. 深秋             :     48次
  48. 新春             :     47次
  49. 夏收             :     47次
  50. 春景             :     47次

节日相关:
   1. 清明             :     94次
   2. 中秋             :     86次
   3. 元宵             :     70次
   4. 重阳             :     47次
   5. 七夕             :     23次
   6. 元旦             :     15次
   7. 中秋月            :     13次
   8. 中秋节            :      9次
   9. 清明节            :      8次
  10. 除夕             :      8次
  11. 重阳节            :      4次
  12. 元宵节            :      2次
  13. 端午             :      2次
  14. 中秋佳节           :      1次
  15. 清明上河图          :      1次

================================================================================
分析完成
================================================================================
