================================================================================
意象统计总体信息
================================================================================

总词语数: 570,899
意象词语数: 157,100 (27.52%)
不同意象词语数: 26,941

================================================================================
所有意象词语频率排行（TOP 500）
================================================================================
排名    意象词语                 出现次数      
247   光华                   14        
248   金轮                   14        
249   日丽                   14        
250   玉帛                   14        
251   踊贵                   14        
252   英华                   14        
253   增华                   14        
254   阑珊                   14        
255   巢翠亭                  14        
256   人画                   14        
257   竹鼎                   14        
258   翠岭横                  14        
259   岑华阁                  14        
260   三宝                   13        
261   青玉                   13        
262   中华                   13        
263   珠擎                   13        
264   碧玉                   13        
265   玉井                   13        
266   翠羽                   13        
267   画楼                   13        
268   美善                   13        
269   繁华                   13        
270   铁券                   13        
271   金根                   13        
272   山翠                   13        
273   玉阶                   13        
274   画景                   13        
275   玉镜                   13        
276   银蟾                   13        
277   杜子美                  13        
278   珠玑                   13        
279   铜锁                   13        
280   铁坚                   13        
281   柴瓷                   13        
282   画趣                   13        
283   美不胜收                 13        
284   鲲画                   12        
285   华屋                   12        
286   金山寺                  12        
287   黄华                   12        
288   金玉                   12        
289   华新                   12        
290   宝鼎                   12        
291   交翠                   12        
292   银为                   12        
293   净玉                   12        
294   凭螺巘翠开幛               12        
295   无锡                   12        
296   陶则始虞                 12        
297   信美哉                  12        
298   银瑶                   12        
299   巴锡                   11        
300   宋玉                   11        

================================================================================
时间意象意象词语统计（TOP 300）
================================================================================
总词数: 23,676
不同词语数: 4,626

排名    意象词语                 出现次数      
----------------------------------------
1     月                    2777      
2     千秋                   325       
3     春雨                   321       
4     仲春                   316       
5     春风                   273       
6     春光                   249       
7     祈年                   241       
8     秋风                   193       
9     春水                   177       
10    畅春园                  169       
11    夏日                   154       
12    春色                   141       
13    夕阳                   135       
14    晓行                   134       
15    春园                   130       
16    秋成                   126       
17    清明                   124       
18    春霖                   122       
19    秋水                   121       
20    新春                   118       
21    时节                   117       
22    入夜                   114       
23    春云                   113       
24    月色                   111       
25    风月                   104       
26    春膏                   103       
27    弥月                   95        
28    晚晴                   91        
29    仲秋                   90        
30    秋景                   85        
31    仲夏                   84        
32    长春                   83        
33    秋收                   82        
34    灯词                   81        
35    月令                   80        
36    春景                   79        
37    日月                   79        
38    秋霖                   79        
39    卓午                   75        
40    秋色                   75        
41    春耕                   72        
42    春游                   71        
43    新秋                   70        
44    夏收                   68        
45    春意                   67        
46    秋意                   66        
47    月镜                   66        
48    朝暮                   65        
49    银河                   65        
50    季夏                   64        
51    春情                   64        
52    重阳                   63        
53    秋田                   63        
54    麦秋                   62        
55    晓凉                   61        
56    丰年                   59        
57    冬雪                   58        
58    立秋                   58        
59    历年                   57        
60    入夏                   57        
61    侵晓                   54        
62    朝夕                   53        
63    晓晴                   53        
64    秋雨                   53        
65    秋山                   52        
66    月光                   52        
67    朝岚                   51        
68    秋麦                   51        
69    终朝                   51        
70    代谢                   49        
71    明月                   49        
72    春郊                   48        
73    灯火                   47        
74    朝阳                   46        
75    晓来                   46        
76    秋光                   45        
77    秋声                   44        
78    消夏                   44        
79    花朝                   43        
80    晓起                   43        
81    夏兴                   43        
82    春雪                   43        
83    诘旦                   42        
84    行春桥                  42        
85    夕照                   41        
86    宜春                   41        
87    春麦                   41        
88    秋花                   40        
89    春华                   40        
90    恒春                   40        
91    秋林                   40        
92    晨光                   40        
93    秋海棠                  39        
94    视朝                   38        
95    星辰                   38        
96    秋葵                   37        
97    月台                   37        
98    长夏                   37        
99    望月                   37        
100   秉烛                   37        
101   暮色                   37        
102   富春                   37        
103   夜游                   36        
104   胜朝                   36        
105   破晓                   36        
106   纪载                   36        
107   畅春                   36        
108   晓露                   35        
109   观灯                   35        
110   江南春                  35        
111   孟冬                   35        
112   晓春                   34        
113   问夜                   34        
114   春联                   34        
115   晚景                   34        
116   标秋                   34        
117   水月庵                  33        
118   季春                   33        
119   秋岩                   33        
120   春花                   33        
121   侵晨                   32        
122   秋空                   32        
123   春温                   32        
124   晨星                   31        
125   月华                   31        
126   午门                   31        
127   熙春                   31        
128   冬麦                   31        
129   小春                   31        
130   寒原秋                  31        
131   孟秋                   30        
132   纪年                   30        
133   报春                   30        
134   新岁                   30        
135   星星                   30        
136   行春                   29        
137   立春                   29        
138   夙夜                   28        
139   春仲                   28        
140   月影                   28        
141   夜雪                   28        
142   时光                   28        
143   孟夏常                  28        
144   璧月                   28        
145   入冬                   27        
146   春驹                   27        
147   英秋江                  27        
148   孟春                   26        
149   晚稼                   26        
150   秋信                   26        
151   晓云                   26        
152   常开夏                  26        
153   仲冬                   25        
154   历代                   25        
155   春令                   25        
156   明月清风                 25        
157   星斗                   25        
158   九夏                   25        
159   阅岁                   25        
160   春旱                   24        
161   春册                   24        
162   夏田                   24        
163   夏山                   24        
164   晚风                   24        
165   夜静                   24        
166   春山                   24        
167   春溪                   24        
168   春好轩                  24        
169   长春花                  23        
170   银烛                   23        
171   秋禾                   23        
172   朝鲜                   23        
173   夏兮梅                  23        
174   夏木翠                  23        
175   夏霖                   22        
176   静夜                   22        
177   春气                   22        
178   灯节                   22        
179   渥三春                  22        
180   春冰                   21        
181   高秋                   21        
182   夏山欲                  21        
183   秋卉                   21        
184   晚稼略                  21        
185   连岁庆                  21        
186   方伯载                  21        
187   春草                   20        
188   连朝                   20        
189   秋气                   20        
190   秋云                   20        
191   黄昏                   20        
192   秋江                   20        
193   迎春                   20        
194   规月                   20        
195   春物                   19        
196   绿春                   19        
197   夕景                   19        
198   丁星                   19        
199   春芳                   19        
200   夏森                   19        
201   历岁                   19        
202   河灯                   19        
203   朝晖                   19        
204   旧岁                   19        
205   吉秋巡                  19        
206   寒浮晓                  19        
207   蔀屋年年庶                19        
208   月白风清                 19        
209   浑忘夏                  19        
210   初柔春                  19        
211   秋思                   18        
212   秋霜                   18        
213   孟夏                   18        
214   夏令                   18        
215   秋山行旅                 18        
216   弦月                   18        
217   载舟                   18        
218   星桥                   18        
219   晓发                   18        
220   朝霭                   18        
221   卜岁                   18        
222   太艳春                  18        
223   书年                   18        
224   夏景山                  18        
225   灯光                   17        
226   薄暮                   17        
227   入秋                   17        
228   秋英                   17        
229   夏卉                   17        
230   青春                   17        
231   秋容                   17        
232   秋阳                   17        
233   达晨                   17        
234   秋熟                   17        
235   暮霭                   17        
236   载阳                   17        
237   花朝花                  17        
238   金秋                   17        
239   春绿                   17        
240   晓发玉                  17        
241   代泉                   17        
242   月入                   16        
243   入春                   16        
244   省岁                   16        
245   岁贡                   16        
246   季秋                   16        
247   秋令                   16        
248   月白                   16        
249   秋原                   16        
250   月湖                   16        
251   春音                   16        
252   高烛                   16        
253   经秋                   16        
254   试春                   16        
255   夏抚兹                  16        
256   秋凉                   16        
257   春溪图                  16        
258   瀑月                   16        
259   夏雨                   15        
260   晚钟                   15        
261   年秋                   15        
262   小阳春                  15        
263   首夏                   15        
264   灯宵                   15        
265   年华                   15        
266   宝月楼                  15        
267   资秋                   15        
268   清晓                   15        
269   晓阴                   15        
270   卓午云                  15        
271   甸年                   15        
272   月相                   14        
273   晓月                   14        
274   开春                   14        
275   生春                   14        
276   挑灯                   14        
277   剪秋                   14        
278   春城                   14        
279   报晓                   14        
280   诘朝                   14        
281   望秋                   14        
282   灯花                   14        
283   晓色                   14        
284   探春                   14        
285   云春                   14        
286   晚霞                   14        
287   秋亭嘉树                 14        
288   散烛                   14        
289   夏祷惟                  14        
290   朝曦                   13        
291   延春堂                  13        
292   夏云                   13        
293   春泽                   13        
294   星宿                   13        
295   春生                   13        
296   晓看                   13        
297   报秋                   13        
298   夕日                   13        
299   夜霖                   13        
300   年体                   13        

================================================================================
时间意象详细分类（按一天时间顺序）
================================================================================

清晨时段:
   1. 晓行             :    134次
   2. 朝暮             :     65次
   3. 晓凉             :     61次
   4. 侵晓             :     54次
   5. 朝夕             :     53次
   6. 晓晴             :     53次
   7. 朝岚             :     51次
   8. 终朝             :     51次
   9. 朝阳             :     46次
  10. 晓来             :     46次
  11. 花朝             :     43次
  12. 晓起             :     43次
  13. 诘旦             :     42次
  14. 晨光             :     40次
  15. 视朝             :     38次
  16. 胜朝             :     36次
  17. 破晓             :     36次
  18. 晓露             :     35次
  19. 晓春             :     34次
  20. 侵晨             :     32次
  21. 晨星             :     31次
  22. 晓云             :     26次
  23. 朝鲜             :     23次
  24. 连朝             :     20次
  25. 朝晖             :     19次
  26. 寒浮晓            :     19次
  27. 晓发             :     18次
  28. 朝霭             :     18次
  29. 达晨             :     17次
  30. 花朝花            :     17次
  31. 晓发玉            :     17次
  32. 清晓             :     15次
  33. 晓阴             :     15次
  34. 晓月             :     14次
  35. 报晓             :     14次
  36. 诘朝             :     14次
  37. 晓色             :     14次
  38. 朝曦             :     13次
  39. 晓看             :     13次
  40. 朝渥且            :     13次
  41. 晓烟             :     13次
  42. 朝仪             :     12次
  43. 晓风             :     12次
  44. 朝露             :     12次
  45. 朝家             :     11次
  46. 晓气清            :     11次
  47. 凌晓寒            :     11次
  48. 朝日             :     10次
  49. 朝廷             :     10次
  50. 达旦             :     10次

上午时段:
  未发现相关意象词语

中午时段:
   1. 卓午             :     75次
   2. 午门             :     31次
   3. 卓午云            :     15次
   4. 旁午             :     11次
   5. 亭午             :     10次
   6. 晓凉午            :      8次
   7. 午炎             :      8次
   8. 午热剧            :      6次
   9. 午阳             :      5次
  10. 卓午遂            :      5次
  11. 历午达            :      5次
  12. 齐趁午晴           :      4次
  13. 卓午亦            :      4次
  14. 午暄             :      4次
  15. 卓午炎            :      3次
  16. 午风             :      3次
  17. 午觉             :      3次
  18. 午过             :      3次
  19. 报午牌            :      2次
  20. 午复             :      2次
  21. 卓午乃            :      2次
  22. 卓午族            :      2次
  23. 午云             :      2次
  24. 午窗             :      2次
  25. 午始辰            :      2次
  26. 澹荡午            :      2次
  27. 卓午风            :      2次
  28. 卓午晴            :      2次
  29. 维舟午            :      1次
  30. 华到午            :      1次
  31. 薄午             :      1次
  32. 晓阴午            :      1次
  33. 希典午传           :      1次
  34. 卓午霁            :      1次
  35. 晴午丽光           :      1次
  36. 午卓日临           :      1次
  37. 历卓午            :      1次
  38. 盛卓午            :      1次
  39. 卓午织            :      1次
  40. 历午             :      1次
  41. 蒸午             :      1次
  42. 达午欣            :      1次
  43. 卓午欲            :      1次
  44. 晓午             :      1次
  45. 卓午朱            :      1次
  46. 永午窗            :      1次
  47. 日中             :      1次
  48. 映午暾            :      1次
  49. 卓午霏            :      1次
  50. 香拥午云           :      1次

下午时段:
  未发现相关意象词语

傍晚时段:
   1. 夕阳             :    135次
   2. 晚晴             :     91次
   3. 朝暮             :     65次
   4. 朝夕             :     53次
   5. 夕照             :     41次
   6. 暮色             :     37次
   7. 晚景             :     34次
   8. 晚稼             :     26次
   9. 晚风             :     24次
  10. 晚稼略            :     21次
  11. 黄昏             :     20次
  12. 夕景             :     19次
  13. 薄暮             :     17次
  14. 暮霭             :     17次
  15. 晚钟             :     15次
  16. 晚霞             :     14次
  17. 夕日             :     13次
  18. 入夕             :     12次
  19. 晚种             :     11次
  20. 暮景             :      9次
  21. 晚香玉            :      8次
  22. 晚荞             :      8次
  23. 晚潮             :      7次
  24. 夕雨             :      6次
  25. 晚谷             :      5次
  26. 夕晖             :      5次
  27. 晚田             :      5次
  28. 夕阳西下           :      5次
  29. 暮鸦             :      5次
  30. 入暮             :      5次
  31. 晚豆             :      5次
  32. 自晨达晚           :      4次
  33. 晚归             :      4次
  34. 晚稻             :      4次
  35. 晚照             :      4次
  36. 竟夕             :      4次
  37. 暮鼓             :      4次
  38. 入夕阴            :      4次
  39. 晚渡             :      4次
  40. 晚餐             :      3次
  41. 暮云             :      3次
  42. 晚鸦             :      3次
  43. 岁聿云暮           :      3次
  44. 夕入             :      3次
  45. 迟暮             :      3次
  46. 朝岚夕霭蔚雰霏        :      3次
  47. 晚妆             :      3次
  48. 望夕             :      2次
  49. 晚籁             :      2次
  50. 何夕             :      2次

夜晚时段:
   1. 入夜             :    114次
   2. 晚晴             :     91次
   3. 夜游             :     36次
   4. 问夜             :     34次
   5. 晚景             :     34次
   6. 夙夜             :     28次
   7. 夜雪             :     28次
   8. 晚稼             :     26次
   9. 晚风             :     24次
  10. 夜静             :     24次
  11. 静夜             :     22次
  12. 晚稼略            :     21次
  13. 晚钟             :     15次
  14. 晚霞             :     14次
  15. 夜霖             :     13次
  16. 夜景             :     11次
  17. 晚种             :     11次
  18. 夜光             :     11次
  19. 夜长             :     11次
  20. 丙夜             :      9次
  21. 喜夜             :      8次
  22. 夜宴             :      8次
  23. 晚香玉            :      8次
  24. 晚荞             :      8次
  25. 晚潮             :      7次
  26. 夜方             :      7次
  27. 甲夜             :      7次
  28. 夜勤             :      7次
  29. 夜行             :      6次
  30. 夜分             :      6次
  31. 作夜             :      6次
  32. 夜宿             :      5次
  33. 夜来香            :      5次
  34. 晚谷             :      5次
  35. 晚田             :      5次
  36. 子夜             :      5次
  37. 夜气观            :      5次
  38. 晚豆             :      5次
  39. 夜未央            :      5次
  40. 自晨达晚           :      4次
  41. 夜台             :      4次
  42. 照夜             :      4次
  43. 晚归             :      4次
  44. 乙夜             :      4次
  45. 晚稻             :      4次
  46. 晓夜             :      4次
  47. 夜气             :      4次
  48. 晚照             :      4次
  49. 夜作             :      4次
  50. 晚渡             :      4次

月亮相关:
   1. 月              :   2777次
   2. 月色             :    111次
   3. 风月             :    104次
   4. 弥月             :     95次
   5. 月令             :     80次
   6. 日月             :     79次
   7. 月镜             :     66次
   8. 月光             :     52次
   9. 明月             :     49次
  10. 月台             :     37次
  11. 望月             :     37次
  12. 水月庵            :     33次
  13. 月华             :     31次
  14. 月影             :     28次
  15. 璧月             :     28次
  16. 明月清风           :     25次
  17. 规月             :     20次
  18. 月白风清           :     19次
  19. 弦月             :     18次
  20. 月入             :     16次
  21. 月白             :     16次
  22. 月湖             :     16次
  23. 瀑月             :     16次
  24. 宝月楼            :     15次
  25. 月相             :     14次
  26. 晓月             :     14次
  27. 秋月春风           :     12次
  28. 阅月             :      9次
  29. 月宫             :      9次
  30. 凉月             :      8次
  31. 梧月             :      7次
  32. 宝月             :      6次
  33. 麝月             :      6次
  34. 月户             :      6次
  35. 霁月             :      6次
  36. 三潭印月           :      5次
  37. 关山月            :      5次
  38. 萝月             :      5次
  39. 月面             :      5次
  40. 水月             :      5次
  41. 月忆             :      5次
  42. 月桂             :      5次
  43. 孟月             :      4次
  44. 阳月迎            :      4次
  45. 月食             :      4次
  46. 批风抹月           :      4次
  47. 季月             :      4次
  48. 燕月夫            :      4次
  49. 月额             :      4次
  50. 明月照            :      4次

星辰相关:
   1. 银河             :     65次
   2. 星辰             :     38次
   3. 晨星             :     31次
   4. 星星             :     30次
   5. 星斗             :     25次
   6. 丁星             :     19次
   7. 星桥             :     18次
   8. 星宿             :     13次
   9. 明星             :     12次
  10. 聚星             :     12次
  11. 三星             :      9次
  12. 寿星             :      9次
  13. 疏星             :      9次
  14. 北斗             :      9次
  15. 星宇             :      9次
  16. 教星             :      9次
  17. 双星             :      8次
  18. 占星             :      8次
  19. 七星             :      7次
  20. 星点             :      7次
  21. 金星             :      6次
  22. 星相             :      5次
  23. 星德喜            :      5次
  24. 福星             :      5次
  25. 五星             :      4次
  26. 飞星             :      4次
  27. 落星             :      4次
  28. 春星             :      4次
  29. 日星             :      3次
  30. 星虹             :      3次
  31. 列星             :      3次
  32. 众星             :      3次
  33. 六星             :      3次
  34. 几星             :      3次
  35. 星槎             :      3次
  36. 石星             :      3次
  37. 星落             :      3次
  38. 零星             :      2次
  39. 老人星            :      2次
  40. 星辉             :      2次
  41. 星驰             :      2次
  42. 星火             :      2次
  43. 万星             :      2次
  44. 红星             :      2次
  45. 辉星             :      2次
  46. 丁星紫            :      2次
  47. 星霜             :      2次
  48. 侯星             :      2次
  49. 星河             :      2次
  50. 游星             :      2次

灯火相关:
   1. 灯词             :     81次
   2. 灯火             :     47次
   3. 秉烛             :     37次
   4. 观灯             :     35次
   5. 银烛             :     23次
   6. 灯节             :     22次
   7. 河灯             :     19次
   8. 灯光             :     17次
   9. 高烛             :     16次
  10. 灯宵             :     15次
  11. 挑灯             :     14次
  12. 灯花             :     14次
  13. 散烛             :     14次
  14. 剪烛             :     12次
  15. 燕九灯            :     11次
  16. 灯事             :     11次
  17. 一灯             :     10次
  18. 灯船             :      9次
  19. 灯笼             :      8次
  20. 烛照             :      8次
  21. 华灯             :      8次
  22. 灯影             :      7次
  23. 灯景             :      7次
  24. 放灯             :      6次
  25. 收灯             :      6次
  26. 灯窗             :      6次
  27. 糠灯             :      6次
  28. 田烛             :      6次
  29. 树灯             :      6次
  30. 明灯             :      5次
  31. 试灯             :      5次
  32. 残灯             :      4次
  33. 玉烛             :      4次
  34. 悬灯             :      4次
  35. 灯市             :      4次
  36. 红灯             :      4次
  37. 葛灯             :      4次
  38. 灯轮             :      4次
  39. 灯竿             :      4次
  40. 张灯迎            :      4次
  41. 灯明             :      4次
  42. 烛光             :      3次
  43. 神灯             :      3次
  44. 万烛             :      3次
  45. 宝灯王            :      3次
  46. 烛夜             :      3次
  47. 节灯             :      2次
  48. 烛花             :      2次
  49. 水灯             :      2次
  50. 高烛秋            :      2次

季节相关:
   1. 千秋             :    325次
   2. 春雨             :    321次
   3. 仲春             :    316次
   4. 春风             :    273次
   5. 春光             :    249次
   6. 秋风             :    193次
   7. 春水             :    177次
   8. 畅春园            :    169次
   9. 夏日             :    154次
  10. 春色             :    141次
  11. 春园             :    130次
  12. 秋成             :    126次
  13. 春霖             :    122次
  14. 秋水             :    121次
  15. 新春             :    118次
  16. 春云             :    113次
  17. 春膏             :    103次
  18. 仲秋             :     90次
  19. 秋景             :     85次
  20. 仲夏             :     84次
  21. 长春             :     83次
  22. 秋收             :     82次
  23. 春景             :     79次
  24. 秋霖             :     79次
  25. 秋色             :     75次
  26. 春耕             :     72次
  27. 春游             :     71次
  28. 新秋             :     70次
  29. 夏收             :     68次
  30. 春意             :     67次
  31. 秋意             :     66次
  32. 季夏             :     64次
  33. 春情             :     64次
  34. 秋田             :     63次
  35. 麦秋             :     62次
  36. 冬雪             :     58次
  37. 立秋             :     58次
  38. 入夏             :     57次
  39. 秋雨             :     53次
  40. 秋山             :     52次
  41. 秋麦             :     51次
  42. 春郊             :     48次
  43. 秋光             :     45次
  44. 秋声             :     44次
  45. 消夏             :     44次
  46. 夏兴             :     43次
  47. 春雪             :     43次
  48. 行春桥            :     42次
  49. 宜春             :     41次
  50. 春麦             :     41次

节日相关:
   1. 清明             :    124次
   2. 重阳             :     63次
   3. 重阳节            :      4次
   4. 中秋佳节           :      1次

================================================================================
分析完成
================================================================================
